time,x,y,heading,speed
0,-471.867663225971,645.298526009558,-0.417673294396927,14.4444444444444
0.05,-471.207526687973,645.005567498037,-0.417673294396951,14.4444444444444
0.1,-470.547390149976,644.712608986516,-0.41767329439702,14.4444444444444
0.15,-469.887253611979,644.419650474995,-0.417673294396869,14.4444444444444
0.2,-469.227117073981,644.126691963474,-0.417673294396987,14.4444444444444
0.25,-468.566980535984,643.833733451954,-0.417673294397008,14.4444444444444
0.3,-467.906843997987,643.540774940433,-0.417673294396881,14.4444444444444
0.35,-467.246707459989,643.247816428912,-0.417673294397031,14.4444444444444
0.4,-466.586570921992,642.954857917391,-0.417673294396962,14.4444444444444
0.45,-465.926434383995,642.66189940587,-0.417673294396892,14.4444444444444
0.5,-465.266297845997,642.368940894349,-0.417673294397043,14.4444444444444
0.55,-464.606161308,642.075982382829,-0.417673294396931,14.4444444444444
0.6,-463.946024770003,641.783023871308,-0.41767329439695,14.4444444444444
0.65,-463.285888232005,641.490065359787,-0.417673294397052,14.4444444444444
0.7,-462.625751694008,641.197106848266,-0.417673294396885,14.4444444444444
0.75,-461.965615156011,640.904148336745,-0.417673294396962,14.4444444444444
0.8,-461.305478618013,640.611189825224,-0.417673294397003,14.4444444444444
0.85,-460.645342080016,640.318231313703,-0.417673294396869,14.4444444444444
0.9,-459.985205542019,640.025272802183,-0.417673294397019,14.4444444444444
0.95,-459.325069004021,639.732314290662,-0.417673294396975,14.4444444444444
1,-458.664932466024,639.439355779141,-0.417673294396881,14.4444444444444
1.05,-458.004795928027,639.14639726762,-0.417673294397031,14.4444444444444
1.1,-457.344659390029,638.853438756099,-0.417673294396941,14.4444444444444
1.15,-456.684522852032,638.560480244578,-0.417673294396931,14.4444444444444
1.2,-456.024386314035,638.267521733057,-0.41767329439705,14.4444444444444
1.25,-455.364249776037,637.974563221537,-0.417673294396991,14.4444444444444
1.3,-454.70411323804,637.681604710016,-0.417673294396962,14.4444444444444
1.35,-454.043976700043,637.388646198495,-0.417673294396955,14.4444444444444
1.4,-453.383840162045,637.095687686974,-0.417673294396972,14.4444444444444
